"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"55","GC_084","Adenosine diphosphate",169,NA,NA,NA,NA,"C10H15N5O10P2","427.029415",NA,NA,494710,1968397,808678,821758,2262431,1174977,548684,1979447,1021319,994115,1884749,1486326,629158,3169107,2141527,1037440,2575583,2673154,581135,3010743,1181573,1448163,3265982,2873853,368093,2622125,1825443,1468901,3212288,1858718,457994,1500241,1666909,1338715,2735418,2890917,703162,3137478,2862176,1396772,2235273,2973445,574273,3425451,2720116,719932,2911705,2812309,1275083,3598509,3364107,1961984,4024197,3473466,1078384,4038752,3143511,1495823,3741957,2336970
"56","LN_000001","DAG 36:1",681.5696261,"2.7292","-0.0073","[M+AcOH-H]-",NA,"C39H74O5","622.553625","Diacylglycerol","18:0/18:1 | 16:0/20:1",602093,1272847,1352405,807203,1171035,1281801,729781,1280508,1180343,931258,2085527,797211.3,822583.1,3064635,2033865,1584256,2430302,876221.1,853941,2188322,1939450,1495049,2676861,845013,470037,2413188,1914423,797758.7,3271794,758059.1,543047.9,1988954,3063453,1354733,2482512,2808860,1143105,4053499,5777358,860681.1,4092699,5094956,966221,3192778,6209781,713192.9,4967467,4578914,1768357,7265687,6850403,4170334,5920479,6317454,1504500,6844968,6210919,906370.7,5454296,6488236
"57","LN_000007","DAG 36:2",679.5527022,"1.5042","0.0085","[M+AcOH-H]-",NA,"C39H72O5","620.537975","Diacylglycerol","18:1/18:1 | 16:0/20:2 | 18:0/18:2",171698,621207,464624,309251,367520,616856,190200,436571,436355,334910,704008,220937,290377,1046908,773067,537201,837150,870255,290122,777724,618381,454271,944205,872189,141219,908437,628773,431135,965961,1212028,179427,586929,1111161,436682,780396,922839,325676,1293272,1586238,617854,1146144,1621738,335613,906953,1785871,551936,1826142,1748163,505235,1996428,1650444,1264995,1804984,2485262,444688,2061297,1500871,912456,1740960,2232789
"58","LN_000194","FA 17:1",267.2330319,"-0.4232","-0.0079","[M-H]-",NA,"C17H32O2","268.240231","Fatty Acid",NA,124572,442769,381684,141569,228186,190737,117953,360870,296124,245510,417311,66992.27,182263,953017,705586,335647,564118,282051,178159,761317,612518,404978,555073,265699,80601,766749,519165,377675,604360,329734,111727,548414,974447,406077,465275,407410,160227,874376,1610946,461429,344121,377602,155918,565770,1629895,485509,639986,334623,248400,1668515,1655751,579361,403725,545260,267577,1258671,1410954,604861,399682,316770
"59","LN_000200","FA 19:1",295.2643645,"0.6114","-0.0248","[M-H]-",NA,"C19H36O2","296.271531","Fatty Acid",NA,208056,724808,566837,249707,435830,335648,185088,580023,452198,440908,756051,114001,275180,1503292,1097625,602203,1088419,548881,299631,1175286,1009310,685443,1156360,564755,143732,1250258,888833,635432,1223669,680341,175967,931267,1516090,698921,890031,686114,281090,1298663,2473835,807493,735512,687987,254653,1004352,2519820,908352,1107103,705021,434155,2461326,2375410,1148512,983560,948074,452833,2213486,2136183,1179483,894798,725143
"60","LN_000206","FA 23:0",353.3421259,"-0.4586","-0.0463","[M-H]-","Tricosanoic acid","C23H46O2","354.349781","Fatty Acid",NA,206069,286110,314233,214990,221864,274954,207200,298818,286061,275602,382763,95091,233689,495505,351911,341379,415761,480875,238847,468470,369330,271739,426762,474001,123137,410526,273580,256040,490124,624085,157695,304997,473624,281447,425492,493062,141780,434150,704703,337444,652954,818116,169133,377641,903651,357302,816289,902945,204578,704826,936836,533198,973590,807968,267462,711443,969838,552652,1019991,1137457
"61","LN_000212","FA 25:0",381.3735092,"-2.3226","-0.0241","[M-H]-","Pentacosanoic acid","C25H50O2","382.381081","Fatty Acid",NA,82633,154812,128819,88594,100227,109357,87484,125556,106752,97526,122614,50156.83,93760,235080,182883,145811,209527,162464,125790,220165,207324,148233,206997,165009,60296,235393,176429,139432,244749,247603,72261.17,199653,287914,133584,239800,161017,97790,251379,436031,183985,327991,313280,103635,239480,457045,225960,427979,326312,133662,403124,531797,273942,382769,316300,154442,380132,450527,261494,407324,400682
"62","LN_000218","FA 25:1",379.3575891,"-0.4717","-0.0239","[M-H]-",NA,"C25H48O2","380.365431","Fatty Acid",NA,113144,278322,233137,136906,161010,239466,121006,225037,219442,174526,291020,72273,192217,591769,467299,292742,474519,464255,217840,505026,403166,290281,459478,450865,84583,497384,326132,273176,714198,695806,94672,348268,535860,272388,543260,574434,197116,568077,1104739,428141,791733,711789,201154,464773,1136754,394503,929482,814873,246754,733144,1092952,558449,755478,487206,276942,774889,989078,519826,795504,780800
"63","LN_000224","FA 26:0",395.3889151,"-1.024","-0.0225","[M-H]-","Hexacosanoic acid","C26H52O2","396.396731","Fatty Acid",NA,1226730,1587065,1414417,1498944,1505747,1704890,1192642,1451138,1173612,1849818,2039539,543790,1160386,3116681,2459028,2026649,2642748,2544019,1377170,2916948,2650547,2354289,2856038,2104071,732023,2694658,2029000,1939699,3567922,3766776,827745,2812628,3417033,2321888,3061727,2736033,1355994,4235572,8412525,2714718,6822737,5606054,1343545,4115027,8318331,3640692,6960590,6499581,2025043,9979029,12014676,5138086,8466550,6257102,2193083,8158218,9544578,5483228,9039021,9007932
"64","LN_000230","FA 26:1",393.3735216,"-0.7611","-0.012","[M-H]-",NA,"C26H50O2","394.381081","Fatty Acid",NA,478505,977238,866276,596879,786824,758415,423258,884153,759501,670471,1066696,330840,677130,2045349,1656227,1051059,1805899,1585012,724997,1718234,1611718,1041165,1941110,1583646,384753,2010866,1366061,971980,3064008,2392912,415754,1643873,1944791,1116187,2298037,2106515,783903,2397405,4209749,1784677,3560938,3179087,739369,1987218,3712580,1720797,4586696,3059575,1053285,3069558,4105673,2507909,3616382,2157716,1026138,3659311,3984150,2445146,3470576,3376116
"65","LN_000254","LysoPE 18:1",478.2945543,"1.2761","-0.0045","[M-H]-",NA,"C23H46NO7P","479.30119","Lyso Phosphatidylethanolamine",NA,96701,167546,149200,103943,53745.91,77750,82244,96042,68077,110431,79053,71726.02,85663,131731,143278,175783,72357.91,193296,89721,118121,133271,95435,66289.16,192114,67188,184197,116609,73500,84983,153423,76829,103920,240735,64421,52297.12,163143,98335,191383,395224,129952,70093,276570,71424,150152,396326,88504,129468,230422,175906,325990,595305,197514,368600,148025,134883,665856,519144,225919,287661,422712
"66","LN_000259","MGDG 32:0",789.5738591,"-0.4406","0.0352","[M+AcOH-H]-",NA,"C41H78O10","730.5595","Monogalactosyldiacylglycerol",NA,236102,265951,224397,315102,301213,416142,295769,263456,191011,307105,372191,246814,222222,234667,277191,418545,328162,482818,235200,287802,292080,353874,357536,443362,140698,262617,212279,293525,451049,528134,150993,242476,328572,300616,303024,408174,223283,275630,404245,314266,443211,634872,216500,308514,457088,278173,413491,687300,284040,546873,675289,480506,856087,510148,230477,729493,526049,462917,828040,976444
"67","LN_000301","MGDG 34:1",815.5893136,"-0.0397","-0.0146","[M+AcOH-H]-",NA,"C43H80O10","756.575151","Monogalactosyldiacylglycerol",NA,97582,224723,191910,221283,171784,285558,119034,171994,167273,234269,243227,157418,88764,202164,302852,316909,298507,404514,101790,218945,268017,244726,336631,468209,67288.49,229259,191657,165557,412070,409433,66390,193160,252428,185608,227528,427371,124723,290374,454018,353147,251768,524398,106464,268898,410709,287385,282054,509239,163872,346721,463824,516180,610281,319687,149556,589563,549547,355251,457807,564112
"68","LN_000764","PG 34:1",747.5182538,"0.3101","0.0434","[M-H]-",NA,"C40H77O10P","748.525437","Phosphatidylglycerol",NA,1519829,3569321,4717224,2079017,2443133,2416709,1902059,3101019,2309518,2731658,2993046,1820156,2195720,3156811,4717310,4698033,3654091,5933484,2286210,2800354,3658627,2561768,3885544,7658098,1830574,5396671,3600751,2391234,6229172,1918558,1813845,3556313,4433928,2266052,3828710,6807035,2452237,3574151,6808994,4640769,3255898,9065953,1529819,3130317,6021634,1546199,4155104,6935959,2711182,2653099,8145035,5846696,10694733,2763088,1990508,8624517,6528687,4315943,6842338,6046897
"69","LN_000788","PG 36:1",775.5486282,"0.2788","0.0491","[M-H]-",NA,"C42H81O10P","776.556737","Phosphatidylglycerol","18:0/18:1",756491,1671573,2561396,893025,1227167,1150176,862078,1638409,1131005,1008096,1296766,966302,1247571,1567387,2260937,2125025,1545639,2782937,1218225,1498096,2185222,1035836,1677966,2778693,1168484,2811988,1866021,1072529,2958337,2581574,1038821,1963057,2224458,919010,1791475,3114052,1263327,1628796,3096081,2294868,2274917,4277536,756556,1628766,3048372,1167714,2394623,2708677,1503696,1255535,3558637,2415606,5613402,955396.3,906205,3421315,3476624,2413272,3972425,4153088
"70","LN_001333","SM 34:0",763.597652,"1.5022","-0.011","[M+AcOH-H]-",NA,"C39H81N2O6P","704.583226","Sphyngomyelin",NA,2291244,3310208,3265912,4534550,3083098,4434201,2724017,3024480,2605001,4450294,4561142,2065626,2431382,3471540,3875913,6929122,4901829,7199165,2609173,3492818,4133705,5007944,4777105,7812415,1776924,4375486,3647956,3781728,6147513,7856868,1740376,3505383,4903290,4541456,4203421,6384340,3082561,6545735,7147920,7564017,5805876,9282434,1949859,4506766,6040406,4709992,4636996,7910516,4765460,6543815,7667181,8976753,8024739,5327523,2397527,6170886,5874653,7563180,7018111,9434374
"71","LN_001477","DAG 34:1",653.5370984,"0.9095","-0.0027","[M+AcOH-H]-",NA,"C37H70O5","594.522325","Diacylglycerol","16:0/18:1",504933,846111,1004357,769526,725505,1276463,398636,831720,903269,801495,1249522,441478,832766,1654537,1534443,1317178,1860622,1691181,715017,1607363,1236666,1165480,1941377,1667537,337409,1587443,1269508,1193162,1853894,2672659,378490,1055846,1978150,1221004,1702664,2401453,605784,2343260,2631440,1342091,2378112,3240757,545500,1746997,3531085,1167894,3369830,3384211,922367,3754868,3420230,2484161,3589521,4971091,907855,3357026,3232992,2106512,3849663,4222324
"72","LN_001483","DAG 34:2",651.5212705,"0.4381","0.0093","[M+AcOH-H]-",NA,"C37H68O5","592.506675","Diacylglycerol","16:0/18:2 | 16:1/18:1",71360,170148,129998,110125,113697,135363,75264,143807,134472,129416,175113,114611.88,117422,253835,218281,209014,246560,252690,115487,207767,205659,181861,235887,259957,65633.12,257002,178254,165825,255798,371341,81646.89,168047,289485,161188,199648,359584,82746,288149,390879,196267,256580,396950,69317,217341,345539,185916,403078,362001,116628,343280,394798,275831,378650,393953,127702,334922,323291,260543,259165,322318
"73","LN_001543","DAG 42:1",765.661727,"-0.0366","-0.0011","[M+AcOH-H]-",NA,"C45H86O5","706.647525","Diacylglycerol",NA,99323,290865,254128,110682,141826,170813,101742,189603,192757,110973,217350,133799.9,174574,525215,405366,211393,361533,436948,178730,389136,374481,223714,345327,383558,82034,519506,341247,219631,563070,544619,109326,363113,593307,209920,360853,502984,185809,687773,1300214,356093,640140,1144622,162613,541987,1348464,264753,990945,882791,262570,527075,1135954,740987,870678,716893,244574,925029,1272099,550583,1000386,1002808
"74","LN_002606","Gondoic Acid (FA 20:1)",309.279939,"-0.2166","-0.0174","[M-H]-","(11Z)-Eicosenoic acid|11-Eicosenoic acid|Eicosenoic acid|(Z)-Eicos-11-enoic acid","C20H38O2","310.287181","Fatty Acid",NA,881905,2634562,2102358,1077043,1663143,1487732,834946,2133070,1672037,1628254,2736675,511083,1274176,5769256,3955733,2583929,4478593,2761297,1324933,4462051,3560324,2635253,4968932,2789355,651470,4672374,3093170,2521448,5355254,3261388,715827,3326838,5580320,2845096,3820531,3084563,1139689,4964545,9109340,3132305,3218081,3455943,970402,3974120,8792583,3491856,5153506,3471121,1678755,9344619,8527364,4834990,4661945,4179093,1615212,8559867,8248351,4037898,3817592,3645769
"75","LN_002612","FA 20:3",305.2487955,"-1.0532","0.0172","[M-H]-","Eicosatrienoic acid|11,14,17-Eicosatrienoic acid|(Z,Z,Z)-Eicosa-11,14,17-trienoic acid","C20H34O2","306.255881","Fatty Acid",NA,537518,1830628,1930534,624335,682175,608120,638863,1431956,1660622,1116191,1241345,250341,938871,2870872,3092175,1101002,1295174,691556,968109,1951372,2382436,1284808,1268182,607197,446912,2213640,1916745,1164284,1040870,541102,547503,1768736,2644351,1335094,865369,636290,635015,1370039,2595195,932647,383388,629391,481032,958701,2832392,1007991,745767,581052,490959,1601823,1743305,804053,427346,730211,519401,1284551,1794213,824743,484965,461119
"76","LN_002618","FA 20:5",301.2173687,"-0.7181","0.0062","[M-H]-","(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate|(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid|Eicosapentaenoic acid","C20H30O2","302.224581","Fatty Acid",NA,1334533,5016958,4646991,1598872,1860707,1255526,1554160,3773179,4040009,2176568,2728689,555446,1738905,6735895,6736895,2521297,2598482,1506793,1740286,4620638,5591210,2781326,2442961,1315645,1100972,5289109,4513970,2417632,1847574,1000767,1411893,4113073,7067761,2504694,1817981,1372293,1424983,3622650,7451330,1870306,877571,1508435,1137233,2363707,7815443,2045706,1913706,1313474,1252064,3678882,4891187,1558774,841845,1721908,1388215,2995138,4829742,2079672,880023,1030531
"77","LN_003349","Corticosterone | 11-Deoxy-17-hydroxycorticosterone | 4-Pregnene-11-beta-17-alpha-diol-3-20-dione",405.2282663,"-0.0641 | -0.6763 | -1.2331","-0.0028 | -0.0135 | -0.0069","[M+AcOH-H]-","11beta,21-Dihydroxy-4-pregnene-3,20-dioneKendallprimes compound B|Reichsteinprimes substance H","C21H30O4","346.2144105",NA,NA,31070184,32300146,39365660,28505626,20848038,35945748,32114168,27574078,38652852,34317268,24133124,18656028,34820984,33043962,35571584,36568984,34573040,35790804,30748648,31393058,38391520,32451582,29209514,37412252,30547878,36145640,40016900,31406854,34469212,35265448,33912776,32915510,33511514,34969636,27315868,37460420,33468194,29760120,34030456,36344940,22671134,38766336,35655432,29595198,37331600,35196084,32987634,34588224,25525560,31267030,38074164,37197764,32524080,36259788,29820838,30310918,38042632,30147128,30407926,32139536
"78","LN_003560","Erucic acid (FA 22:1)",337.3112377,"0.426","-0.0457","[M-H]-","(13Z)-Docosenoic acid|cis-13-Docosenoic acid|(Z)-Docos-13-enoic acid","C22H42O2","338.318481","Fatty Acid",NA,239891.9,552130,487077,327767,380527,447881,269272,458977,404168,402125,653442,171436,383942,1039767,794283,678512,998212,892949,437026,868592,322895.1,651976,1008142,917951,207323,991516,654371,590945,1166096,1080327,233405,655239,1043809,591526,871307,1075974,324245,880350,1341229,784626,754650,990056,324127,671511,1441229,316024.8,1053055,1144905,385603,1030531,1352733,882846,917440,752753,447560,1248556,1204480,861735,795821,989994
"79","LN_003716","FA 17:0",269.2487174,"-0.3215","-0.0066","[M-H]-","Heptadecanoic acid","C17H34O2","270.255881","Fatty Acid",NA,233384,665728,546107,277408,346092,287392,191673,535193,461249,434830,636759,98576,284677,1223381,912927,646499,785894,563461,300095,975400,924882,649781,737515,553651,163481,1062548,802264,508197,820300,621770,206065,819443,1349208,683163,723968,641083,272457,1276934,2299982,748287,647432,741899,275848,958105,2271066,848617,937377,700082,523216,2234707,2222517,1054731,1087904,946103,496123,1950351,2129703,1210822,930559,839937
"80","LN_003782","Indole-3-acetic acid",174.0551203,"-0.1349","0.0069","[M-H]-","(Indol-3-yl)acetate|Indole-3-acetateIndoleacetate|Indoleacetic acid","C10H9NO2","175.063329",NA,NA,161943,220375,200922,84210.73,194682,237985,143648,225915,213002,107110,332831,132078,122355,597072,277934,181691,430252,452580,109971,548124,246771,154536,403481,617336,104984,730525,301080,179232,435625,774943,94477,311918,681891,159834,447169,705570,107014,271281,670435,206903,211629,631181,96765,281121,648147,190379,350787,709244,112951,613887,621271,159326,319642,462434,105459,616572,794158,161220,344470,73304
"81","LN_003908","Lignoceric acid (FA 24:0)",367.3575952,"-2.2533","-0.0305","[M-H]-","Tetracosanoic acid","C24H48O2","368.365431","Fatty Acid",NA,3426090,3974183,3440872,2583368,3077487,3585401,3484943,3674051,3082725,2847461,4286455,1209553,3049874,6260671,4116196,3737984,4967046,5221874,3801696,5941330,4594729,3839115,5324865,4180582,2041238,5267355,3587864,3684045,5714545,7126458,2508805,4755363,6669345,4037089,5709437,5496262,2717043,5493914,9161450,4252621,7927096,7328746,3125065,4962389,10875768,5349059,8487698,9586288,3512805,8910769,10583975,5941368,7465294,6647836,4225533,7384257,9614845,6610193,8962746,9410452
"82","LN_003914","Linoleic acid (FA 18:2)",279.2330932,"0.4449","0.0052","[M-H]-","(9Z,12Z)-Octadecadienoic acid|9-cis,12-cis-Octadecadienoate|9-cis,12-cis-Octadecadienoic acid|Linoleate|(Z,Z)-Octadeca-9,12-dienoic acid","C18H32O2","280.240231","Fatty Acid",NA,541223,1820799,1798431,634886,983667,686432,586626,1458573,1366480,1268556,1401565,231812,944357,3170999,3357444,1352965,1803344,877986,903816,2605397,2989807,1753989,1884377,918087,543190,2679575,2066053,1509202,1915532,957005,940965,2287080,3425397,1524686,1473517,1151107,698229,2220204,5213817,1871966,894811,1090847,623557,1494417,4922307,1577423,1889780,987454,756239,3932442,5027808,1643213,1225081,1216304,791304,2995121,3445443,1869625,876723,788211
"83","LN_004286","FA 19:0",297.28006,"0.2858","-0.0323","[M-H]-","Nonadecanoate|Nonadecanoic acid","C19H38O2","298.287181","Fatty Acid",NA,72182,153682,133156,90994,110637,124669,63507,129622,117660,144643,195455,81310.43,83200,311403,175662,197254,266834,204043,92473,258269,194373,199260,253855,203595,58529.22,256531,177509,149321,295263,271554,63841.66,202490,303870,212611,239159,234847,92886,362377,487433,226187,271556,339552,88741,278330,542036,259075,301626,318290,153903,548343,516990,352546,472253,329419,141257,467053,562133,361253,420400,399658
"84","LN_004316","Neoabietic acid (FA 18:1)",281.2487327,"0.2407","-0.0044","[M-H]-","(9Z)-Octadecenoic acid|(Z)-Octadec-9-enoic acid|Oleic acid|Oleate","C18H34O2","282.255881","Fatty Acid",NA,5556497,21113646,16752926,7085635,10942136,8596252,5196727,16389188,13488105,12016275,18516870,2950409,8569937,43034528,33483436,16536255,28192372,13085644,8306351,34545824,29223292,17733664,26966168,13136844,4465901,33948108,23633554,16427788,28182768,16331835,5749328,25640994,45252160,18477060,22045528,18839608,7384753,36306224,68656136,19017988,14642746,16500193,7212560,25142546,68561456,21502740,27434970,15543434,10817116,72873632,67349824,24642804,20135810,23315724,11446412,57209944,59162320,27846534,19551664,15565774
