"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"1631",25209,"hsa-miR-4800-3p","hsa-mir-4800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1630",25208,"hsa-miR-4800-5p","hsa-mir-4800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1632",25210,"hsa-miR-4801","hsa-mir-4801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1634",25212,"hsa-miR-4802-3p","hsa-mir-4802",0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0
"1633",25211,"hsa-miR-4802-5p","hsa-mir-4802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1635",25213,"hsa-miR-4803","hsa-mir-4803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1637",25215,"hsa-miR-4804-3p","hsa-mir-4804",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"1636",25214,"hsa-miR-4804-5p","hsa-mir-4804",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"1639",25217,"hsa-miR-483-3p","hsa-mir-483",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1638",25216,"hsa-miR-483-5p","hsa-mir-483",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640",25218,"hsa-miR-484","hsa-mir-484",223,256,374,339,153,555,494,123,264,363,216,298,241,318,414,271,475,297,361,419,149,426,463,176
"1642",25220,"hsa-miR-485-3p","hsa-mir-485",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1641",25219,"hsa-miR-485-5p","hsa-mir-485",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1644",25222,"hsa-miR-486-3p","hsa-mir-486-1",1,2,2,6,1,2,1,2,0,5,1,1,1,3,0,0,2,0,2,0,0,1,1,1
"1643",25221,"hsa-miR-486-5p","hsa-mir-486-1",376,402,499,573,290,737,804,237,336,727,345,491,318,470,404,509,605,358,659,618,271,782,699,331
"1648",25226,"hsa-miR-487a-3p","hsa-mir-487a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647",25225,"hsa-miR-487a-5p","hsa-mir-487a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1650",25228,"hsa-miR-487b-3p","hsa-mir-487b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1649",25227,"hsa-miR-487b-5p","hsa-mir-487b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652",25230,"hsa-miR-488-3p","hsa-mir-488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1651",25229,"hsa-miR-488-5p","hsa-mir-488",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1654",25232,"hsa-miR-489-3p","hsa-mir-489",0,3,3,0,1,2,4,0,2,3,0,1,5,0,1,5,2,3,3,2,0,3,4,0
"1653",25231,"hsa-miR-489-5p","hsa-mir-489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1656",25234,"hsa-miR-490-3p","hsa-mir-490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1655",25233,"hsa-miR-490-5p","hsa-mir-490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1658",25236,"hsa-miR-491-3p","hsa-mir-491",2,0,1,3,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,3,2,0
"1657",25235,"hsa-miR-491-5p","hsa-mir-491",10,6,13,10,4,23,20,3,10,15,10,14,9,7,15,7,14,8,21,9,7,19,18,12
"1659",25237,"hsa-miR-492","hsa-mir-492",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1661",25239,"hsa-miR-493-3p","hsa-mir-493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660",25238,"hsa-miR-493-5p","hsa-mir-493",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"1663",25241,"hsa-miR-494-3p","hsa-mir-494",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1662",25240,"hsa-miR-494-5p","hsa-mir-494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1665",25243,"hsa-miR-495-3p","hsa-mir-495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1664",25242,"hsa-miR-495-5p","hsa-mir-495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666",25244,"hsa-miR-496","hsa-mir-496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1668",25246,"hsa-miR-497-3p","hsa-mir-497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1667",25245,"hsa-miR-497-5p","hsa-mir-497",0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,3
"1670",25248,"hsa-miR-498-3p","hsa-mir-498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1669",25247,"hsa-miR-498-5p","hsa-mir-498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1672",25250,"hsa-miR-4999-3p","hsa-mir-4999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1671",25249,"hsa-miR-4999-5p","hsa-mir-4999",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1674",25252,"hsa-miR-499a-3p","hsa-mir-499a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673",25251,"hsa-miR-499a-5p","hsa-mir-499a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676",25254,"hsa-miR-499b-3p","hsa-mir-499b",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1675",25253,"hsa-miR-499b-5p","hsa-mir-499b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1678",25256,"hsa-miR-5000-3p","hsa-mir-5000",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1677",25255,"hsa-miR-5000-5p","hsa-mir-5000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680",25258,"hsa-miR-5001-3p","hsa-mir-5001",0,0,2,2,0,0,1,2,0,2,0,3,0,4,5,0,2,1,1,1,0,0,1,1
"1679",25257,"hsa-miR-5001-5p","hsa-mir-5001",0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,1
"1682",25260,"hsa-miR-5002-3p","hsa-mir-5002",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1681",25259,"hsa-miR-5002-5p","hsa-mir-5002",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1684",25262,"hsa-miR-5003-3p","hsa-mir-5003",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1683",25261,"hsa-miR-5003-5p","hsa-mir-5003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686",25264,"hsa-miR-5004-3p","hsa-mir-5004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"1685",25263,"hsa-miR-5004-5p","hsa-mir-5004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688",25266,"hsa-miR-5006-3p","hsa-mir-5006",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687",25265,"hsa-miR-5006-5p","hsa-mir-5006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690",25268,"hsa-miR-5007-3p","hsa-mir-5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689",25267,"hsa-miR-5007-5p","hsa-mir-5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692",25270,"hsa-miR-5008-3p","hsa-mir-5008",0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,3,2,1,0
"1691",25269,"hsa-miR-5008-5p","hsa-mir-5008",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694",25272,"hsa-miR-5009-3p","hsa-mir-5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693",25271,"hsa-miR-5009-5p","hsa-mir-5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"1696",25274,"hsa-miR-500a-3p","hsa-mir-500a",73,70,151,133,53,224,176,43,105,139,77,123,106,119,158,163,174,116,135,153,77,202,162,103
"1695",25273,"hsa-miR-500a-5p","hsa-mir-500a",3,5,15,11,8,12,15,1,4,4,8,17,13,12,15,19,8,7,14,12,4,12,15,4
"1698",25276,"hsa-miR-500b-3p","hsa-mir-500b",1,0,11,1,3,8,4,3,2,5,1,2,0,4,7,6,5,9,2,5,1,3,3,4
"1697",25275,"hsa-miR-500b-5p","hsa-mir-500b",0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,2,1,4,1,0,0,1,1,0
"1702",25280,"hsa-miR-5010-3p","hsa-mir-5010",9,7,17,20,9,31,21,10,12,16,25,19,22,17,32,21,29,20,17,24,7,29,32,16
"1701",25279,"hsa-miR-5010-5p","hsa-mir-5010",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0
"1704",25282,"hsa-miR-5011-3p","hsa-mir-5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703",25281,"hsa-miR-5011-5p","hsa-mir-5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700",25278,"hsa-miR-501-3p","hsa-mir-501",78,65,133,135,50,232,158,45,95,153,72,139,89,119,174,144,131,106,141,149,63,175,135,73
"1699",25277,"hsa-miR-501-5p","hsa-mir-501",8,11,32,18,8,50,14,5,14,11,14,23,18,18,18,16,25,19,24,24,12,31,14,5
"1706",25284,"hsa-miR-502-3p","hsa-mir-502",25,19,36,34,12,69,48,12,24,41,20,31,36,21,41,41,42,45,38,44,18,47,59,28
"1705",25283,"hsa-miR-502-5p","hsa-mir-502",0,0,0,0,1,2,1,1,0,0,0,2,2,1,1,2,0,2,5,3,1,3,1,1
"1708",25286,"hsa-miR-503-3p","hsa-mir-503",1,1,0,3,2,2,6,0,0,1,0,0,0,0,1,1,1,1,2,1,0,1,2,1
"1707",25285,"hsa-miR-503-5p","hsa-mir-503",142,217,342,243,147,437,285,138,220,246,231,310,183,283,366,288,394,303,343,491,235,364,577,222
"1710",25288,"hsa-miR-504-3p","hsa-mir-504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709",25287,"hsa-miR-504-5p","hsa-mir-504",1,1,1,0,0,2,1,1,2,0,0,3,0,0,0,2,0,2,0,1,0,1,0,2
"1711",25289,"hsa-miR-5047","hsa-mir-5047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713",25291,"hsa-miR-505-3p","hsa-mir-505",22,33,54,48,28,83,59,18,41,50,26,52,26,53,53,43,66,43,50,66,25,59,70,31
"1712",25290,"hsa-miR-505-5p","hsa-mir-505",1,1,3,0,0,3,5,1,1,6,1,1,0,5,4,1,4,2,0,4,1,3,1,2
"1715",25293,"hsa-miR-506-3p","hsa-mir-506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1714",25292,"hsa-miR-506-5p","hsa-mir-506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716",25294,"hsa-miR-507","hsa-mir-507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718",25296,"hsa-miR-508-3p","hsa-mir-508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",25295,"hsa-miR-508-5p","hsa-mir-508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719",25297,"hsa-miR-5087","hsa-mir-5087",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1721",25299,"hsa-miR-5088-3p","hsa-mir-5088",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1720",25298,"hsa-miR-5088-5p","hsa-mir-5088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",25301,"hsa-miR-5089-3p","hsa-mir-5089",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1722",25300,"hsa-miR-5089-5p","hsa-mir-5089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730",25308,"hsa-miR-5090","hsa-mir-5090",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
"1731",25309,"hsa-miR-5091","hsa-mir-5091",0,4,4,0,0,1,2,1,0,2,1,1,0,0,1,3,2,1,0,2,1,1,3,1
"1732",25310,"hsa-miR-5092","hsa-mir-5092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1733",25311,"hsa-miR-5093","hsa-mir-5093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1729",25307,"hsa-miR-509-3-5p","hsa-mir-509-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"1725",25303,"hsa-miR-509-3p","hsa-mir-509-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734",25312,"hsa-miR-5094","hsa-mir-5094",0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"1724",25302,"hsa-miR-509-5p","hsa-mir-509-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1737",25315,"hsa-miR-5100","hsa-mir-5100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736",25314,"hsa-miR-510-3p","hsa-mir-510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1735",25313,"hsa-miR-510-5p","hsa-mir-510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1739",25317,"hsa-miR-511-3p","hsa-mir-511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1738",25316,"hsa-miR-511-5p","hsa-mir-511",0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,1,1,0,1,2,0
"1741",25319,"hsa-miR-512-3p","hsa-mir-512-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1740",25318,"hsa-miR-512-5p","hsa-mir-512-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745",25323,"hsa-miR-513a-3p","hsa-mir-513a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744",25322,"hsa-miR-513a-5p","hsa-mir-513a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1749",25327,"hsa-miR-513b-3p","hsa-mir-513b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1748",25326,"hsa-miR-513b-5p","hsa-mir-513b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1751",25329,"hsa-miR-513c-3p","hsa-mir-513c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750",25328,"hsa-miR-513c-5p","hsa-mir-513c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1753",25331,"hsa-miR-514a-3p","hsa-mir-514a-1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1752",25330,"hsa-miR-514a-5p","hsa-mir-514a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1759",25337,"hsa-miR-514b-3p","hsa-mir-514b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1758",25336,"hsa-miR-514b-5p","hsa-mir-514b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1761",25339,"hsa-miR-515-3p","hsa-mir-515-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760",25338,"hsa-miR-515-5p","hsa-mir-515-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1765",25343,"hsa-miR-516a-3p","hsa-mir-516a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1764",25342,"hsa-miR-516a-5p","hsa-mir-516a-1",0,2,4,0,0,3,1,1,1,0,1,3,3,3,3,1,4,2,0,3,0,0,3,5
"1769",25347,"hsa-miR-516b-3p","hsa-mir-516b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1768",25346,"hsa-miR-516b-5p","hsa-mir-516b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1772",25350,"hsa-miR-517-5p","hsa-mir-517a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1773",25351,"hsa-miR-517a-3p","hsa-mir-517a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1775",25353,"hsa-miR-517b-3p","hsa-mir-517b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1777",25355,"hsa-miR-517c-3p","hsa-mir-517c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1778",25356,"hsa-miR-5186","hsa-mir-5186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1780",25358,"hsa-miR-5187-3p","hsa-mir-5187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1779",25357,"hsa-miR-5187-5p","hsa-mir-5187",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1781",25359,"hsa-miR-5188","hsa-mir-5188",0,0,0,1,2,0,0,0,1,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0
"1783",25361,"hsa-miR-5189-3p","hsa-mir-5189",0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,1
"1782",25360,"hsa-miR-5189-5p","hsa-mir-5189",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1785",25363,"hsa-miR-518a-3p","hsa-mir-518a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1784",25362,"hsa-miR-518a-5p","hsa-mir-518a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1788",25366,"hsa-miR-518b","hsa-mir-518b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1790",25368,"hsa-miR-518c-3p","hsa-mir-518c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1789",25367,"hsa-miR-518c-5p","hsa-mir-518c",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1792",25370,"hsa-miR-518d-3p","hsa-mir-518d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1791",25369,"hsa-miR-518d-5p","hsa-mir-518d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1794",25372,"hsa-miR-518e-3p","hsa-mir-518e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1793",25371,"hsa-miR-518e-5p","hsa-mir-518e",0,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,2
"1796",25374,"hsa-miR-518f-3p","hsa-mir-518f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1795",25373,"hsa-miR-518f-5p","hsa-mir-518f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1797",25375,"hsa-miR-5190","hsa-mir-5190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1798",25376,"hsa-miR-5191","hsa-mir-5191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1799",25377,"hsa-miR-5192","hsa-mir-5192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1800",25378,"hsa-miR-5193","hsa-mir-5193",1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1801",25379,"hsa-miR-5194","hsa-mir-5194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1803",25381,"hsa-miR-5195-3p","hsa-mir-5195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1802",25380,"hsa-miR-5195-5p","hsa-mir-5195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1805",25383,"hsa-miR-5196-3p","hsa-mir-5196",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,3,0,0
"1804",25382,"hsa-miR-5196-5p","hsa-mir-5196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1807",25385,"hsa-miR-5197-3p","hsa-mir-5197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1806",25384,"hsa-miR-5197-5p","hsa-mir-5197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1811",25389,"hsa-miR-519a-2-5p","hsa-mir-519a-2",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
"1809",25387,"hsa-miR-519a-3p","hsa-mir-519a-1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1808",25386,"hsa-miR-519a-5p","hsa-mir-519a-1",0,1,4,2,1,10,1,0,3,0,2,6,2,2,4,0,3,2,2,4,5,3,9,4
"1813",25391,"hsa-miR-519b-3p","hsa-mir-519b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1812",25390,"hsa-miR-519b-5p","hsa-mir-519b",0,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,2
"1815",25393,"hsa-miR-519c-3p","hsa-mir-519c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1814",25392,"hsa-miR-519c-5p","hsa-mir-519c",0,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,0,2
"1817",25395,"hsa-miR-519d-3p","hsa-mir-519d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1816",25394,"hsa-miR-519d-5p","hsa-mir-519d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1819",25397,"hsa-miR-519e-3p","hsa-mir-519e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1818",25396,"hsa-miR-519e-5p","hsa-mir-519e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1821",25399,"hsa-miR-520a-3p","hsa-mir-520a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1820",25398,"hsa-miR-520a-5p","hsa-mir-520a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1823",25401,"hsa-miR-520b-3p","hsa-mir-520b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1822",25400,"hsa-miR-520b-5p","hsa-mir-520b",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
"1825",25403,"hsa-miR-520c-3p","hsa-mir-520c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1824",25402,"hsa-miR-520c-5p","hsa-mir-520c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1827",25405,"hsa-miR-520d-3p","hsa-mir-520d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1826",25404,"hsa-miR-520d-5p","hsa-mir-520d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1829",25407,"hsa-miR-520e-3p","hsa-mir-520e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1828",25406,"hsa-miR-520e-5p","hsa-mir-520e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1831",25409,"hsa-miR-520f-3p","hsa-mir-520f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
