R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_001805.3	-30558.4632679328	1098.34128849761	84410.129567563	66791.4316229199	-23900.7606508114	18133.8167652579	40053.7282661218	-19541.0048016128	-74582.5216964925	-75736.694861743	30762.0485507053	14894.0882075182	14772.0261849809	83291.8450326966	-92105.8468711261	-16400.050592711	-81982.3453843606	148549.73310927	2193.27101842908	-18177.0033172176	10025.5090661267	-88470.8815349403	97800.5942189705	14034.4018983168	132278.079920247
LP_000906.3	-92570.3892448737	-141976.489558149	-160661.264152392	-132202.569443191	-92461.4918422466	-61284.4244323556	-118292.462352288	-168049.201511779	-51892.4630780033	-5794.49493954296	-107784.061361549	-56927.7247943144	-187931.315136482	-85647.87164653	682.895843766106	81747.8396212676	94860.2750462128	-117716.241523677	113392.872367592	128816.33269453	217028.551567593	157588.114222506	67311.12629161	205869.205241819	207516.887399419
LP_001783	-16345.1394248373	-12897.7585443028	31022.6527550583	2988.98795443744	14283.3944082613	-17593.270108107	-20808.1770379215	3945.71806423177	-184.631081363797	-1378.94770634428	-20614.0321426594	-21830.1507491101	4932.75702450574	10616.4627286172	2763.87822566778	-5554.54410454533	-7013.91143795494	18373.6005609577	19139.9887487711	4506.13561771766	-4464.8397289526	-19000.7687140106	499.813440100275	6285.68126625277	15482.2064946996
LP_30315.1	12685.2841251621	38133.2959423355	15229.8879518106	8125.31606248498	19567.8522784897	-2640.60875945697	11944.9943914339	639.209802489451	-2267.42402616308	-2889.8157955058	-2162.25878684326	-8350.42121616174	-7076.42979030102	-11701.354387412	-12016.8529310447	-11909.8873384365	-13863.5950534085	-10367.2848993669	2477.46435182978	-15326.6209890824	-27988.4470308975	-23411.505087929	-23272.4545233844	-16498.7852549373	-26978.3780370942
LN_000224	-16730.6208669872	-18373.0747767159	-11979.3622909275	-16102.4931302589	-24768.1684358627	-11430.0314455834	-13448.6142233879	-14292.110878007	-11158.809230915	-17464.4327374625	-11033.5107940025	-11094.6275737231	-14802.445600982	-10561.6727277582	-13710.7616410517	10047.9602266933	14938.4931885736	-6009.00157473532	22241.3425951914	6472.12110424046	35403.6889052697	31421.5415853494	5618.27861470165	40501.5633641033	20013.0815301399
LP_18882.1	-22676.8987103336	-23448.9217757177	13615.6213849346	-7419.04877166555	13312.4475826126	-24066.5205392553	-28395.4862371303	11264.9454909066	-5373.83700630495	10010.7828329383	-30197.5414606609	-20252.2813926926	4099.63686139123	-14000.2981122103	4715.27198474117	1495.21625574183	-22054.9460794562	272.653069970875	-5142.54337866054	4744.93125918345	38085.5134393962	-14547.2844792901	15105.4643322983	11813.4844742126	11767.6212668831
LP_28868.2	-38271.4402590268	-38762.7475323784	-56090.8474379702	-24804.740243585	-6579.60748495971	-25019.6739818887	-31989.4427503065	-67338.4793806625	8413.61655776188	10115.2469536526	-36950.9217390431	-21450.8443009382	-78345.8776904939	-16620.1388929398	36461.0487879352	6271.16986012561	37797.694258396	-43285.5968531989	59982.422860022	9511.28191451626	42860.6647525398	22059.0338512128	-9908.73669079834	58982.6086015585	-11506.8048212592
PP_039697.4	6018.08951142826	-205858.926381712	-611158.448451616	-219748.112815717	-522532.414398648	163407.176396393	140726.911808336	-221541.515156027	-209377.043656288	-355974.325072298	134208.232808647	28594.0711503774	-84857.3366077307	-23273.7469111814	-157903.27217857	336464.441873079	-175904.703045875	91990.4103247689	-97077.7387331608	12492.5667284802	592626.853564673	503445.440120714	704838.684630449	1049934.22189361	617982.406981537
LP_001948.4	179405.695878945	232961.114600562	1030686.52763321	239814.577172178	668606.956994303	25041.614833477	1019.91324658087	555183.330911159	330465.341239696	380016.846139498	156469.451061799	46423.1142570386	486463.954375948	262173.23461702	343524.196504796	11978.577660854	-27586.5886219931	424417.479964015	106173.2940353	-147499.489894015	-777482.016911955	-487978.877661038	7251.53711908357	-765699.938078893	-859149.901392734
LP_002047.3	269613.479068108	221327.123480061	561888.024867257	301885.671254445	688738.120236705	176703.827841622	69590.4728481497	504466.671321948	572999.718834839	511642.219288861	204283.261715403	217230.81488534	427563.826597459	474569.114499129	484147.54738805	9529.35142801655	-128234.576320847	398640.677831165	84600.7570351835	-205392.022627737	-1010552.07124689	-673320.333891901	-236055.747789768	-894798.142675192	-938445.417983448
LP_002036.4	24257.6558012159	-68757.1374281237	34151.5330635663	73728.269729712	279676.056074144	100362.561944254	-139937.643213648	109463.206726963	246567.931112766	427226.757049001	-71573.9177920518	134633.473217198	82589.0844368383	234721.726290625	450113.017472051	159191.412445364	147358.489856472	356650.897558854	235058.123769439	121250.842011651	-584065.5205368	-170270.207457832	-64433.123509411	-323005.637006994	-449576.734950544
PP_043273.3	-41000.8677607427	-76187.0584372354	-43415.4218055453	-64112.4536685664	-36772.8018645565	-70333.8829501246	23555.4524688736	21187.4199821992	-45836.5415887951	-78066.3114037999	-2757.56898635831	-9025.45688050579	121207.611222785	85475.9481712139	-74893.0898206055	-77593.8847677078	-76533.3119461426	225246.511672534	-77177.7994708401	127909.918858026	567490.129502259	-77540.6710654123	455079.324801206	-46106.4022856097	400185.101024843
LP_001959.4	236481.46331931	437588.937629318	952462.570969917	410610.756967341	1022509.05099644	117532.466974945	143626.357045946	768878.576882964	562833.577093606	534452.704601226	291066.115609839	208400.5077007	912936.121123689	348697.372313112	520365.906183926	-409704.55321959	-368752.238401426	342978.841377364	-270586.174043365	-411398.702763568	-1080491.09611656	-926891.572020835	-378932.587106795	-1094405.5834372	-1014205.69676844
LP_009288.4	-165561.823601828	-261004.594270816	-259795.190760035	-381405.961006364	-160176.741219898	-350333.541600058	-223105.985150594	-453711.449388607	-156333.034061109	-40340.5613007408	-211025.114846823	-169591.553162355	-489877.579640925	-311978.3834313	-32874.2502253249	163158.10338672	318749.240982645	-197907.032754155	228484.52622825	285300.673954781	662530.108286113	487795.659401949	292514.397335219	707837.656943698	523565.397756381
LP_009310.4	-334300.702973052	-251965.377989145	4119.9592042712	-283203.536835436	71735.7278396126	-484142.003718022	-237693.120270827	-405055.084965885	-68959.9526326673	130794.123771394	-339009.674388106	-235770.760446304	-544832.254593031	-89367.0182791061	209521.665842836	142295.229483262	187415.992573467	-510396.441620962	54588.7313623803	219956.609106104	428408.191613246	345718.986708157	-8694.90487274644	723938.755890281	365175.230899873
LP_002058.4	211172.685819009	342781.304744882	697717.798549801	358760.202043065	590589.620816957	161817.58451211	259604.292850376	516895.809907116	467477.65959025	411099.861936431	148609.736543372	132850.080944533	664724.259041522	260389.301355331	362399.909162693	-250372.490770514	-283954.775116543	324322.450331644	-264238.617768833	-283464.056432753	-852632.693027043	-660921.77868314	-333427.77838109	-827784.913864385	-775012.664178514
LP_003928.3	34071.8697577952	18390.8170702978	44183.9365365557	9716.53785720561	137572.561476474	40532.2899143852	62468.8941384315	92505.9992668779	137104.988554452	188050.105898396	19965.8918082507	116849.606985077	145445.439038147	126592.038320487	183250.91756878	-30522.805169685	22269.411636724	99651.7704236541	-16582.7021065955	-21959.5562306095	-209464.935862926	-141080.156358143	-11099.3586842065	-192793.371459219	-200941.584008408
LP_27028.3	-80429.0121913535	-156854.833639719	-183203.831603213	-94462.5414365675	-176570.50052164	-16788.5919280043	-55368.4349146331	-117090.29736316	-56980.0525701409	-80307.7413116618	-14839.1383554053	16572.2492722075	-113216.586588254	-16037.0766930754	26812.3392306516	172943.73109885	186767.296512798	39276.120775274	55995.2883612945	156323.461486084	193352.273642983	218933.018453686	216921.578292823	200080.51693775	156205.012714223
LP_27435.1	5481.5518604028	-48595.4686766959	-75832.1851784665	-135920.317460597	-70857.3299646116	-28091.5855225419	-52552.7799085965	-182690.18349621	-69797.1305201865	-46965.7303575886	-109001.878980141	-24665.7635765987	-217537.161630252	-120968.773563897	-46507.4286366487	143939.882513196	186156.066376412	-128678.012336355	130144.769955956	50988.3308723742	204565.307163875	205720.74888159	23103.2527371607	225588.886180172	125174.999518814
LP_27237.4	119372.544793435	276520.367680843	284798.398306707	-214059.352210955	106778.491823139	-113350.151715772	138929.687377737	-15191.0047556229	-58671.9513701578	-112435.091235267	74981.4927463736	120172.928013647	-279042.145610596	-379274.68677107	-188325.156489753	55458.8639536551	-47313.6379344438	-185820.836399237	73267.3103147149	-187030.939370363	-133535.634126225	-148145.749681411	-312897.379889844	-118329.653050164	-341124.553294982
LP_34206.4	454401.71269941	609522.290919446	1098893.694127	391956.173509507	685815.996049505	138945.057318702	372987.558115019	835142.853615298	293718.746385881	232389.091725791	331330.580502828	123866.403111271	609006.965752826	112916.323064529	177877.464445787	-511775.887829442	-567431.296331217	194753.858422244	-356782.589830473	-516055.083158004	-1001482.72806882	-878579.198788351	-683447.935183713	-930040.783262275	-920430.955181934
LP_003730.2	37860.7266564368	23777.5408631004	199098.015792702	31796.6569815261	201393.153340916	62392.0564773185	51181.4690315555	148199.763517834	107166.600360878	132118.25968792	47840.4043282876	76627.302442903	155343.12206061	69656.3312199067	132069.831004834	-31984.9736160531	-54372.546958112	147114.446471525	-27814.4237302939	-88682.7182999059	-227424.31831177	-165696.226708859	-59599.7945566387	-192291.530113169	-220158.283747874
LP_19486.4	-216971.62524461	-234029.023842963	-249386.676050769	-237080.869354993	-44481.9385106007	-206741.764006033	-201950.050333725	-262851.197562351	-92368.0599486296	66984.6705165953	-216832.397954431	-153844.663131914	-264733.924811933	-177608.041720179	185189.602154406	-65274.8742432694	366800.962527184	-255938.656765453	521463.906959548	319027.565316834	735670.630392332	321158.504808757	-147372.605744814	689031.761750647	572412.139852279
LP_002355.2	-35770.2789908224	-39679.3490186341	-59989.784780426	-34351.4763594995	-17240.2436320553	-1798.2933101849	17371.4045650694	-31251.0601327328	-18000.6121477994	13792.7014664363	49063.2722989339	48079.8966485274	-7352.56498245486	54082.7404120878	44366.3890516767	21211.7668509424	62603.7999330852	77488.5579865235	29796.1799708654	65354.7765044061	-25862.0497191065	27886.1607186481	74072.0879863938	9180.95641679355	23456.5215229839
LP_002157.4	7125.27738337964	-14813.0100375817	11447.8295035927	40029.953610177	164948.666668079	5982.08161680814	-24437.4314601199	77464.3150564173	150425.570881587	204727.163217852	-20952.2036144786	50591.499818993	55259.6719127522	143263.682144901	242923.754929051	-14685.166533561	7014.95851234905	74933.6989032095	49802.6339126943	-9084.46192988293	-254919.825814009	-142984.273202203	-89935.4093528083	-173964.401364174	-222459.140764658
LP_002311.4	396244.055527616	645220.024173776	584360.441400564	289533.963867872	677070.143168779	295649.569022814	410693.5221115	636436.618619124	369642.501984244	424466.985005712	420893.696988522	265020.648823065	591261.30483155	284325.222801043	380791.913648479	-491310.59315351	-504205.683496875	233539.109968257	-294987.772535978	-525439.099057906	-1058657.59806349	-909644.789379834	-651360.035743425	-989860.684140487	-978752.665519282
PP_041929.4	-311528.12611429	-91168.63520884	-110509.755146248	-30544.0255218522	-280618.121728093	-137570.728194664	-493011.389162554	-355892.852035033	-254760.448906017	193217.276637339	-588634.140653241	-449842.150975007	-172716.071267914	-426816.777224829	-36161.8061390929	258321.464571702	198798.050542362	-368864.538996601	145135.129713653	-438650.270865296	441008.764438543	712534.948531486	-366208.378966521	-21313.8898731353	391572.570275951
LP_002168.4	66342.1556255225	58823.4938014427	146626.108487363	107354.915546717	243580.060227687	42017.6213062099	-449.572014508944	136959.809475452	172032.015295277	196493.971167924	-5793.39163918112	54396.7528967322	97173.2031514197	157833.179532694	185631.69102787	-54298.589260192	-66595.1435578894	130012.475060805	18489.6709934669	-85261.0749900669	-310807.450575709	-236013.13750878	-147667.214970536	-261751.310295702	-283184.830682872
LP_002300.4	233683.602960557	567521.647107506	431562.488068215	135649.554550404	392545.709452362	123495.830550304	262842.086118175	442466.578771491	174508.397658158	144034.71189099	297653.491952027	242034.035772663	362028.018815265	143970.298351833	185602.399664178	-328875.348976566	-339608.091731343	175813.832606408	-182476.748637293	-296733.182513785	-713697.20231517	-575671.068389857	-394687.965067346	-661075.469705035	-663071.725290877
LP_002457.4	-6349.32628790732	-342026.349426429	-425679.401315105	-393326.425750935	-15727.9343102956	-470352.184244196	-138545.876970006	-575486.961060117	-244326.994932072	-191881.126567473	-103520.774989485	-69193.1416521159	-730950.460003269	-305634.656542343	-73189.2883100461	414131.906529499	296009.63987056	-352058.87501735	169647.800247265	200040.549792677	699778.945498576	555655.615050623	183991.021661208	1054223.90788406	449813.383533287
PN_027554.3	80093.5019389649	-49113.9404534956	-53319.5510344547	1866.26529582166	-56417.2881252389	-13164.1479930707	32018.4151553954	-28241.5409291954	29199.3310823394	-57695.4616418525	18544.3742475485	-11488.646819763	-18090.2113355455	11642.5575714956	-14249.9371112613	-36226.9639393385	26584.5848836708	62364.5721791043	-27909.8226919971	7384.16863765207	-53286.6486482735	25424.0820633867	29241.8941385794	7742.11977760161	56367.0639069815
LP_002256.1	-12641.1439817291	-8094.73275751533	-37519.6633552178	-14167.2889575129	-6793.14303047588	12652.7274495048	35054.2265510475	-16586.2708820863	-5305.90019899933	26426.3685985205	23757.2422997361	52806.7248296258	-7043.39313158042	57487.5433195955	37231.1629369213	15623.8930968768	27851.2869474018	80522.9881342973	7279.94834672406	11817.5480658347	-47968.4593669548	-5207.00594830408	40672.3377471186	-20519.9198723696	-5917.03467965586
PP_049919.3	70502.0722460254	-71746.5606655815	-111724.662010864	109003.427977045	-89378.9267405668	78241.5436601071	5029.6035935253	-23536.0040761273	-6524.19850107748	81269.6463977357	108853.772729092	23715.6766220962	-32244.7966647788	-31144.8890118896	-55970.9151720972	265788.150025034	195574.303660529	-121290.191506145	89114.6983826705	-82844.9350022803	99954.0885998635	283839.416550559	3722.59838502359	275060.218341953	75467.2135318755
LP_003939.3	20418.4628520822	13977.9707787395	133540.568778577	74354.3264554495	212911.725825473	84547.5333321589	20240.6938724199	120991.113558035	149309.170653928	226055.496929793	45717.8770385244	122952.294429994	179852.320714914	140289.14288732	212888.707309044	-53165.6911103856	-49704.828137046	159677.552537875	-34846.5443586938	-100403.899607148	-288106.105005418	-212389.024479956	-103512.530944681	-275860.546642084	-270775.351885332
LP_001937.4	-99622.7247246473	14667.3784210415	-208645.701694475	221980.930232303	-276787.446890765	438308.637799681	601578.650832655	-166650.214463263	-300082.355495267	-281204.865617104	558688.578905475	429326.219704523	-37934.435301358	460358.488851859	-301502.610970297	-91959.4674924472	-273384.148810222	984722.081275364	-209378.873137813	-79428.061489983	-254639.683319434	-232809.397508132	688976.927560455	-151382.011863492	544882.581083731
LP_002479.1	-6420.46388311542	-29894.4029067614	-25873.6662752694	-35894.1997139912	-23456.820850177	-22338.0501343422	-1129.0675678569	-36081.2959508944	-30657.0351284274	-21690.9963316165	-7176.41784200196	12608.7564763676	-53177.422935267	-35787.2923403132	-18708.1748489646	35178.9069931897	27378.9336224875	-27315.6179118135	-11035.6268823288	18115.3650008167	36823.8864760485	73313.1576128283	48001.5198173055	64975.4066456284	71905.9958476491
LP_002146.2	-13850.5571387947	-33138.2460531118	-48695.3251008553	-16550.9281871596	9099.60530927664	24513.2570867391	-13305.1339196526	-14904.869315289	111.521905943489	45538.2662770114	1192.58846063621	45478.7863525965	285.892124544189	94029.9180761782	55151.2212967973	11414.3507537862	30368.4787953959	90594.5449198268	55510.7149855812	48430.9674820422	-85914.2735349813	-16930.6603534361	17689.2486322943	-45558.9340293862	-35213.7565638825
LP_004148.2	-11226.9504909781	1145.59511192527	7266.51204925688	32519.3191470235	93122.1862444688	10933.4023074314	-1511.50813980584	43317.8644820271	124275.308869255	145364.364924507	8467.36642743743	30070.1260940802	61425.8015911573	75966.8282808986	113148.159786874	-27025.5738600784	7039.56574519613	46974.5446074661	5258.27527099513	-11525.0957032985	-133709.487759231	-94914.6784213269	-34201.5781953435	-117671.007689483	-115634.711247508
LP_003128.2	-87514.4933534337	-114576.558041596	-168119.313026045	-210767.053328425	-208733.349567826	-124532.836279454	-170247.053143655	-223670.026342175	-202159.033080878	-174157.757185668	-136901.982111021	-108192.191693913	-218362.399317726	-181120.556993213	-130205.297526462	239290.196512943	153627.865746765	-108049.326685489	171161.044392377	113837.3578595	478405.996603436	348078.869255352	114969.854184387	427559.931247117	286122.339838625
LP_004632.1	-19447.670449879	-22210.0353161843	-31928.5855589723	-20246.5382886841	-15686.7766538465	-2810.7839731736	-4285.80911423614	-22418.4445826035	-14713.042650962	-1272.06517822244	13351.0913717664	16905.1807020575	-15446.2861264963	13219.276109002	10390.203088884	11899.9224224074	50397.0931390171	33268.8440811692	25732.6877618228	48027.8715312498	-6226.9942044285	22054.1033876064	49093.4466170898	20750.5795278355	30736.8456171834
LP_001871.4	70792.6299147673	121893.147792401	663026.980053427	168037.727942114	579105.743109345	-60496.3895914191	-94072.2821733828	357213.998512866	274370.249562015	301696.942305999	-52071.6912021062	-72616.1670179521	450285.656621942	138345.85539763	296093.987372293	-171698.113163903	-154170.28263943	124982.760302596	35773.0983366882	-199136.103430494	-475406.881193192	-473154.598080508	-161673.025195755	-410444.750086256	-391120.782602289
LP_004643	-22820.732224896	-19231.7403795502	-38165.9145924914	-25267.063208349	-5053.89088449604	-10234.4794617022	609.192937497195	-18224.5454478927	2680.3705345288	20788.6781132198	23639.4165669243	22257.2286288141	-7022.87351860588	27098.25961034	45860.7844601669	18243.6402562588	50049.9299174921	32644.426675464	24061.7883798783	41171.8108629811	-31638.0450548479	6784.02790931691	38746.8514812699	-11570.5463524764	-11574.4809412259
LP_001970.3	112945.674545847	223834.831059287	377279.750623923	154264.823378017	308824.280588467	118425.354261984	213938.866435309	350744.043628459	200217.717987377	220380.194624087	172508.418332215	108605.591774794	398772.636095952	86879.6263961175	143828.944031322	-242127.89735945	-205345.06268568	142996.06658391	-179468.495393264	-248456.143242696	-418596.08444218	-376354.202842331	-244194.530815825	-401029.746811852	-405010.57499327
LP_000763.3	8019.2051936941	-127160.311173843	-330200.408972023	-216288.946504732	-114364.052827609	-61049.8257997632	-54705.407835704	-202371.497136801	-88501.1594718655	-174131.55957661	-20595.3382039953	49813.4119237546	-342774.974515848	-71606.7383999982	-93833.4488331149	320649.756433407	283145.96606497	-67696.3949876841	136557.406897937	182738.526740814	118467.427165445	250865.430357965	142607.071971305	208950.529277251	-161452.329714816
LP_002523.3	-23045.3396842644	-85241.3831102193	-87534.489630335	-93778.1870090403	-3350.84547867987	-83895.2610776129	30632.7385510198	-107672.72344723	-65640.9252184913	8227.92063675792	18405.9754906612	9587.58841048903	-145713.237691597	-81333.0012625124	22640.662980032	51908.7290750617	52391.7623932953	-58018.6773670269	-26796.5861699539	46045.5409038736	142333.300767365	78737.7862708457	79357.858182859	158843.213542558	125837.042010876
LP_002289.3	35273.8397088178	131209.230997437	69367.1773341374	58702.4715213036	163018.105761014	10233.7618478939	72508.2134338216	120074.466791184	127534.055809689	154450.634821567	62212.8331437035	81271.3846463445	159775.615586425	81614.0056365457	134236.352263527	-93425.8259113772	-75866.5791329668	80894.2808132981	-28940.0556728338	-89645.7471033518	-252584.534757477	-193017.548135072	-116161.236309385	-216454.357854	-221109.092115058
LP_002512.2	49130.976963004	-7211.35883812967	-45843.0086284599	-72526.0581133898	-52551.4244774445	8328.14951899491	89623.1859643307	-76096.589945553	-81925.1749539321	-89073.1117102445	144412.57860895	108852.861727141	-69716.4147581864	-17996.658847895	-66226.2888946151	68180.2669527998	34398.2070049796	60526.2313530996	-54981.8660381633	58942.6269619834	-76217.2863224615	19729.3385120435	155540.103829376	43503.3551262442	161138.720539559
LP_21506.1	-3137.1032396603	-24097.7033606751	-18713.7316967534	13960.3600584989	7942.70810255532	4796.24021850889	-8832.97764433181	-4944.38683975819	20294.5276603812	18440.6150425236	-11743.1947631137	14503.9395763558	-4524.16140014071	30501.0582977229	30029.3839156568	-9456.55170936315	13771.3505529288	-3751.85903262971	-9779.38157076299	18913.7772205354	-26576.799945919	11953.6341869479	16216.8787558361	-7618.78065681277	-86.0916858590062
NA.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LP_002179.4	247781.984740768	543422.844814006	524520.322690783	229619.769528077	365923.800729353	45446.7175551105	293438.092749673	419304.443661986	80150.3267593986	64386.9815676877	111986.329421266	53272.5550759494	282460.896626814	36294.9793765337	28397.7473499712	-274158.858997842	-304839.506454705	104101.436686973	-221268.416123226	-298075.281320155	-514761.68901949	-451023.011957823	-385311.501283405	-475791.836938317	-483029.619360628
LP_002366	-32867.0193424319	-14017.3651890476	-60007.4303785893	-27916.4471977313	10679.7962767446	-5316.8477167713	14059.9231050556	-16621.9009643132	21548.1422888436	67166.0222404236	15666.4122619315	55505.7149050864	3026.37459039304	71597.0198826649	94622.4519831607	10473.8104578654	69233.5112172101	73157.704095463	16805.3687395174	38878.2933076954	-93439.2804190727	-27304.7206278927	25352.8372049027	-71056.5469090226	-69862.0841516123
LP_002267.1	-3990.41790075754	-15930.8089385091	-22770.8388329893	-6765.66623551474	51040.4348108847	4568.80889573466	-1326.25195197706	11401.2887030006	29686.598109695	96336.1747873221	-968.087376555457	43187.7579086276	14402.8894242746	90190.9850371357	116667.484708067	-13373.8282235533	36160.3855085799	49946.9139772024	12798.5824938641	13495.2157537664	-123090.799327183	-48465.650850774	-27018.7993294547	-87282.7269130079	-85351.3555784323
LP_002025.3	-33266.8346975117	-16216.791595109	-42941.8104210975	21391.7844361533	-48755.1106061861	105358.907502827	129277.358337785	-42193.307906748	-49485.7438533404	-47969.5119946471	137950.106835317	89658.0716503611	-21047.5932728606	92295.2760356257	-48671.5090929711	-34662.2904102086	-45761.4376231332	234333.197122658	-42367.8205164856	-25144.3768154906	-46656.8327911674	-43596.4752195964	155911.88044933	-37243.8541246486	118704.663537069
NA.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LP_004137.1	-3625.97563467007	577.822542546783	-10010.5985033235	4677.15047952651	13809.6143207122	10420.9804254146	7785.80331139498	959.851181527745	17598.1149227014	29939.1603847105	14600.5538621929	18150.2168403966	9532.16596850635	35883.5090687747	29742.5478491465	655.293304398234	6011.34260114934	38359.0582427266	13615.0802020557	10452.8074148012	-39949.1314238522	-24349.4797074959	13780.5357045338	-34816.7992202893	-25566.8081425719
LP_20366.4	-695512.664053502	-813612.63829495	-594341.546151916	-461013.923279526	-78835.0882671112	-763316.401922337	-624029.024885292	-697739.027083786	-113691.454633597	235163.917554912	-654788.084974649	-458130.881422218	-780408.925533802	-146125.061485891	297469.952460581	123998.456154115	386877.100338692	-562763.265947904	626303.649189083	608284.868338631	984802.30273187	506327.786764792	46135.4876611866	1332011.97999404	762942.627890486
LP_23980.3	93161.8271282662	65174.9911751596	45914.7961557871	-97424.804689615	4780.76380559284	-81471.4397831812	76479.4352334191	-80443.0310844057	-62385.5475002868	-84560.110037412	51104.1328583503	7123.84343286324	-75804.0555799828	-81347.7447502239	-70730.6803538427	69461.0085310968	-13529.1617678832	-20883.9826028898	-24497.2565720521	-60637.9075911763	25615.2011293169	-17696.3229265643	66609.8910976742	-23973.5349247876	-68504.7083649157
LP_20797.1	1617.69837733333	-15961.3300914983	-41562.6754080385	-44960.0203596067	-23138.126951195	-14949.3329813431	13850.9101548118	-55807.4531132185	-30826.474507896	-19522.8214808654	1309.69429311321	18413.0686186723	-52433.8126069759	-30368.7846809098	-1318.44007140427	30024.9920719186	59495.0289139463	-27885.7624886719	9511.31674447798	12713.369330494	31475.7900557868	57368.126559678	10891.7808160025	41549.2858212512	29283.9841778886
LP_35311.4	100004.914993658	128340.861386011	93141.7474753407	189019.756838563	428570.270117894	154677.173565189	175955.798405666	221924.48741908	472891.033006712	445348.94591431	199614.650468931	168554.25189715	290801.59661595	229846.17954998	339006.699619337	-243430.981728103	-176562.973506007	134448.620248612	-121375.45609274	-208686.804976271	-529398.798977794	-472391.56940076	-282210.449484877	-512236.180469282	-470753.10322341
PN_022850.4	58556.0521500304	24334.1908501788	-57792.2941518092	1161.75917780737	-45436.1051212871	24326.3506515094	9316.69244013018	-21525.5051260728	1983.30856864857	-26260.3483899616	1235.07344067817	75543.0185329328	-17061.7144494133	41010.2225542356	-23895.4366648306	-45618.0277230519	43276.4049244585	-29525.4227999752	-36475.8221969528	15061.4042440327	-35627.2937936517	33367.0803093099	1466.31016830682	29404.8218194046	55022.746341645
LP_25837	-34976.683920963	-43764.9723242983	-42883.436480636	-42302.9835842716	-23718.2036582346	-36952.0325604941	-22308.4431499681	-45129.4623377965	-23755.7858125997	-454.321612845873	-19460.6546671899	-4834.3138349595	-38034.7595536664	-16582.8108232385	18636.2121478392	6879.11722954905	57662.800459984	-17868.779362899	19839.056075892	54784.5037171753	63429.0866495834	68782.6791582037	21406.1182047086	92997.5585271041	74036.226068449
LP_32844.2	114364.270752593	237160.553009072	281765.396324354	78622.2848260539	91192.9281065243	48947.6325982063	98123.0872856522	176519.453436184	-27671.1612563345	-24301.7168724957	45728.0539329707	2908.70603147647	124137.832417534	-28082.2797242364	-12217.511658659	-89981.859130724	-79106.270108646	4305.74360491202	-111537.140327874	-98856.7421094429	-185317.269867573	-147593.25068243	-129969.244220038	-183448.6895424	-158962.443953839
PP_042313.1	42211.1708101199	-13322.969564073	-29289.514727077	8963.98996604251	15095.5829672253	-45090.895555716	-50331.1838021621	-28755.668446151	-20088.1935520884	28521.0887847116	-11763.2456648441	-55718.3910824974	-19717.6075053564	-4919.73806566	17485.104903538	19089.0003432916	78724.5203223199	-28758.6415706345	-16885.0668649036	-21718.3010540423	173123.118491589	94853.1958272993	26839.1174782882	5932.56422567341	14084.9969958385
LP_003917.3	-6121.86638373758	3701.48480656188	-14822.86958568	4912.70983432379	-15112.1551770448	36168.1764336449	56723.1424006787	-12184.9967000187	-16349.3833268375	-13248.1928369441	53502.4350480748	35996.5841473761	-1514.78523305275	36865.5979582996	-14965.4256782009	-9552.52152306131	-12754.7669885939	72977.519795226	-11207.790701502	-6034.4963990321	-19482.4031212672	-17131.8274984683	55086.6638143107	-16124.876881629	25273.886045427
LP_34061.3	138707.79158941	138209.306189593	100321.664853727	113676.11189746	214817.516412882	166653.874742044	193463.160026849	169269.572868133	234835.082999997	223065.672987678	166438.977779219	194584.20760979	303579.637525631	237509.382440772	225335.877224201	-210412.065678203	-145410.141749381	110506.163222425	-96881.7771926215	-223740.410505757	-437199.565089334	-382356.628349457	-235467.657711507	-402324.9113176	-392416.725397322
LP_35195.3	110271.026425465	185953.607995869	326130.191074545	222723.398889853	348287.674287369	169369.73932288	192598.61272783	314264.986367071	373066.00933717	351573.617822023	176617.488471836	159380.790513419	328489.52787929	160737.795654539	240798.880375366	-285976.904668157	-290222.742014021	58767.8648146804	-214889.097501059	-283126.363034054	-469927.492541371	-425998.82712453	-330296.804674106	-452751.07008726	-443627.034090997
LP_002278.1	3894.43711054669	16025.9510440855	3828.58998610338	6882.98556655127	54560.6411059287	14249.7405848241	6740.50956974569	39470.5591597637	52282.8991725097	92958.8405515352	14246.3871452051	30742.1873294063	41806.4577769628	59876.4852274944	86199.0669889598	-18354.9063799283	2204.49052596802	47951.1618281309	16364.5319392229	-19235.6779561074	-113044.673425369	-71769.0936293519	-34033.9648763013	-95615.1830167632	-97248.0181513781
LP_002069.3	19198.5833453115	160579.880523435	248967.380575362	47461.8031497314	146604.99644363	19194.376216443	79142.5564982125	186845.204422246	72372.5921990951	93480.5402176564	86497.2145296322	20148.5480403659	174522.520214423	12871.6389980356	48511.8947490955	-119489.76094333	-76078.0426175633	44559.6487768063	-102585.89491833	-95759.9124537153	-183080.640358708	-171883.797223561	-101549.175680097	-187368.809289551	-171250.209672744
